time,mean,variance,standard_deviation,minimum,maximum,count
3.2666666666666666,0.2735977470874786,,,0.2735977470874786,0.2735977470874786,1
7.033333333333333,0.2930282950401306,,,0.2930282950401306,0.2930282950401306,1
7.1,0.3855933845043182,,,0.3855933845043182,0.3855933845043182,1
7.133333333333334,0.2740707397460937,,,0.2740707397460937,0.2740707397460937,1
9.966666666666669,0.2702471017837524,,,0.2702471017837524,0.2702471017837524,1
10.9,0.275923490524292,,,0.275923490524292,0.275923490524292,1
15.166666666666666,0.26499465107917786,3.4384723763380975e-05,0.005863848886472176,0.2608482837677002,0.2691410183906555,2
16.666666666666668,0.2702194154262543,,,0.2702194154262543,0.2702194154262543,1
16.7,0.2556857764720917,,,0.2556857764720917,0.2556857764720917,1
17.466666666666665,0.2562762498855591,,,0.2562762498855591,0.2562762498855591,1
17.5,0.2964109480381012,,,0.2964109480381012,0.2964109480381012,1
17.566666666666666,0.2546294927597046,,,0.2546294927597046,0.2546294927597046,1
18.53333333333333,0.3577640950679779,,,0.3577640950679779,0.3577640950679779,1
18.566666666666663,0.2629198133945465,,,0.2629198133945465,0.2629198133945465,1
18.666666666666668,0.2572827935218811,,,0.2572827935218811,0.2572827935218811,1
27.3,0.3256493806838989,,,0.3256493806838989,0.3256493806838989,1
27.33333333333333,0.3452718257904053,,,0.3452718257904053,0.3452718257904053,1
27.366666666666667,0.3382202386856079,,,0.3382202386856079,0.3382202386856079,1
27.4,0.5389045476913452,,,0.5389045476913452,0.5389045476913452,1
27.433333333333334,0.4210649728775024,,,0.4210649728775024,0.4210649728775024,1
27.466666666666665,0.4420520067214966,,,0.4420520067214966,0.4420520067214966,1
27.5,0.4764921069145202,,,0.4764921069145202,0.4764921069145202,1
27.53333333333333,0.5405800938606262,,,0.5405800938606262,0.5405800938606262,1
27.566666666666663,0.5764957666397095,,,0.5764957666397095,0.5764957666397095,1
27.6,0.5944772362709045,,,0.5944772362709045,0.5944772362709045,1
27.633333333333333,0.4348472058773041,,,0.4348472058773041,0.4348472058773041,1
27.666666666666668,0.2842945456504822,,,0.2842945456504822,0.2842945456504822,1
27.7,0.2966570854187011,,,0.2966570854187011,0.2966570854187011,1
29.266666666666666,0.2684552669525146,,,0.2684552669525146,0.2684552669525146,1
29.3,0.2601426839828491,,,0.2601426839828491,0.2601426839828491,1
38.03333333333333,0.2703280448913574,,,0.2703280448913574,0.2703280448913574,1
