time,mean,variance,standard_deviation,minimum,maximum,count
0.0,0.5140992701053619,0.005307458021919231,0.07285230279077821,0.462584912776947,0.5656136274337769,2
0.0333333333333333,0.5097512155771255,0.0070315357303880706,0.08385425290578928,0.4504573047161102,0.5690451264381409,2
0.0666666666666666,0.4885654002428055,0.0030816399134932014,0.055512520330941575,0.4493121206760406,0.5278186798095703,2
0.1,0.40184566378593445,0.018580369316011595,0.1363098283911017,0.2532253563404083,0.5210375785827637,3
0.1333333333333333,0.4819744825363159,0.00023935874125591283,0.01547122300453047,0.4710346758365631,0.4929142892360687,2
0.1666666666666666,0.5389101654291153,0.003971367862441344,0.06301878975703472,0.4943491518497467,0.5834711790084839,2
0.2,0.45594192544619244,0.008811864394950264,0.09387153133378759,0.3497944474220276,0.5280261635780334,3
0.2333333333333333,0.45472845435142517,0.008077232890594923,0.08987342705491386,0.3520008325576782,0.5188401937484741,3
0.2666666666666666,0.4405320982138316,0.013785662938653988,0.11741236280159764,0.3116413056850433,0.5413922667503357,3
0.3,0.5604486167430878,0.004060991415160586,0.06372590850792624,0.5153875946998596,0.6055096387863159,2
0.3333333333333333,0.5600038915872574,0.01301713916347369,0.1140926779573242,0.4793281853199005,0.6406795978546143,2
0.3666666666666666,0.5389953851699829,0.012437155179789286,0.11152199415267504,0.4601374268531799,0.6178533434867859,2
0.4,0.40428386131922406,0.005101496321350343,0.07142475986204183,0.3437941968441009,0.4830801784992218,3
0.4333333333333333,0.3777729372183482,0.012298288142468776,0.11089764714577481,0.2666579782962799,0.4884519875049591,3
0.4666666666666667,0.3696824610233307,0.00727523602070957,0.08529499411284094,0.2712205052375793,0.4209551215171814,3
0.5,0.3400338962674141,0.0066933226031074,0.08181272885747914,0.277004212141037,0.4570356011390686,4
0.5333333333333333,0.32889699190855026,0.005256509929436236,0.07250179259464028,0.2660564184188843,0.4207336902618408,4
0.5666666666666667,0.3332979157567024,0.009886729500772148,0.0994320345802707,0.2662372887134552,0.4799413084983825,4
0.6,0.4065679907798767,0.03363472088296504,0.18339771231660726,0.2768862247467041,0.5362497568130493,2
0.6333333333333333,0.37631388505299884,0.021366504917467683,0.14617285971570673,0.2692365050315857,0.5428451895713806,3
0.6666666666666666,0.3660857081413269,0.017395435907704204,0.13189175830090447,0.2690018117427826,0.5162469148635864,3
0.7,0.4248928129673004,0.04040332381075198,0.2010057805406401,0.2827602624893188,0.567025363445282,2
0.7333333333333333,0.4120379686355591,0.023865268691707815,0.15448387842007275,0.3028013706207275,0.5212745666503906,2
0.7666666666666667,0.3437759280204773,0.009036705464541054,0.0950615877446882,0.2683176696300506,0.4505430459976196,3
0.8,0.38131065169970196,0.024373094277505867,0.15611884664417,0.2643975615501404,0.5586014986038208,3
0.8333333333333334,0.3851161599159241,0.03450466413096367,0.18575431120424546,0.2537680268287658,0.5164642930030823,2
0.8666666666666667,0.3557232817014058,0.024651804021882696,0.1570089297520453,0.2595209181308746,0.5369057655334473,3
0.9,0.375914067029953,0.026847614354941225,0.16385241638419992,0.2764731049537658,0.5650305151939392,3
0.9333333333333332,0.4289945065975189,0.05111877689785338,0.22609461934741698,0.2691214680671692,0.5888675451278687,2
0.9666666666666668,0.42576898634433746,0.037490070678924535,0.19362352821629022,0.2888564765453338,0.5626814961433411,2
1.0,0.3762788573900859,0.0406840194544372,0.20170279981804218,0.2529828250408172,0.6090484261512756,3
1.0333333333333334,0.4869769364595413,0.042883071249648186,0.20708228135127396,0.340547651052475,0.6334062218666077,2
1.0666666666666669,0.49180223047733307,0.04211122726513539,0.20521020263411707,0.3466967046260834,0.6369077563285828,2
1.1,0.5271109789609909,0.034364800880962054,0.18537745515828524,0.3960293233394623,0.6581926345825195,2
1.1333333333333333,0.5557482838630676,0.01968071646399494,0.14028797690463335,0.4565497040748596,0.6549468636512756,2
1.1666666666666667,0.44659631450970966,0.03962399085709331,0.1990577575908392,0.2582734525203705,0.6548842787742615,3
1.2,0.4060066143671672,0.02343989608319083,0.1531009342988828,0.2669084072113037,0.5700473189353943,3
1.2333333333333334,0.48769454658031464,0.015156392864441162,0.12311130274853387,0.4006417095661163,0.5747473835945129,2
1.2666666666666666,0.4207722246646881,0.027783052167264632,0.16668248908408054,0.2529595792293548,0.5863010883331299,3
1.3,0.48793040215969086,0.012674196177951291,0.11257973253632864,0.4083245098590851,0.5675362944602966,2
1.3333333333333333,0.4113932053248088,0.025028613368328706,0.15820434054831967,0.2547599673271179,0.5711231827735901,3
1.3666666666666667,0.3893645256757736,0.02065382416625432,0.1437143839921889,0.2767392098903656,0.578355610370636,4
1.4,0.4450127383073171,0.03321295141794807,0.1822442081876625,0.2673710882663727,0.6315348148345947,3
1.4333333333333331,0.41977400581041974,0.032727990157795574,0.18090878960900594,0.2516025304794311,0.6111758947372437,3
1.4666666666666666,0.3874846597512563,0.02134636568351165,0.14610395505773158,0.2607231438159942,0.5472760200500488,3
1.5,0.36394003033638,0.019682126821405063,0.14029300346562212,0.2606410086154938,0.5586230158805847,4
1.5333333333333334,0.40703730781873065,0.029596043610207047,0.17203500693233062,0.2741208970546722,0.6013468503952026,3
1.5666666666666669,0.3934537370999654,0.031428140744456406,0.17727983738839678,0.268985241651535,0.5964318513870239,3
1.6,0.36002642661333084,0.02139635961951296,0.14627494528972812,0.2616249620914459,0.5752595663070679,4
1.6333333333333333,0.4443228244781494,0.03499656030828646,0.18707367615003043,0.3120417594909668,0.576603889465332,2
1.6666666666666667,0.37153009573618573,0.029889945007278797,0.1728870874509684,0.2527054846286773,0.5698685646057129,3
1.7,0.5841094851493835,,,0.5841094851493835,0.5841094851493835,1
1.7333333333333334,0.5268999338150024,,,0.5268999338150024,0.5268999338150024,1
1.7666666666666666,0.5221338868141174,,,0.5221338868141174,0.5221338868141174,1
1.8,0.3561692138512929,0.026529004732653707,0.16287726892557386,0.258252203464508,0.5441895723342896,3
1.8333333333333333,0.3684004545211792,0.020534805875434436,0.14329970647365065,0.2687642276287079,0.5326269268989563,3
1.8666666666666667,0.3947279304265976,0.03058246259072961,0.17487842231313047,0.2710702121257782,0.518385648727417,2
1.9,0.3241732567548752,0.01455380426049017,0.12063914895460001,0.2500448226928711,0.503791332244873,4
1.9333333333333331,0.3597673177719116,0.02524940307051794,0.15890060752092153,0.2536278963088989,0.5424526929855347,3
1.9666666666666663,0.5064916014671326,,,0.5064916014671326,0.5064916014671326,1
2.0,0.45046982169151306,0.037504295991384495,0.1936602591947674,0.3135313391685486,0.5874083042144775,2
2.033333333333333,0.42813584208488464,0.02775498474254512,0.1665982735281045,0.3103330731391907,0.5459386110305786,2
2.066666666666667,0.4660303443670273,0.0380797237477144,0.1951402668536517,0.3280453383922577,0.6040153503417969,2
2.1,0.44453752040863037,0.04304805537180556,0.20748025296833808,0.2978268265724182,0.5912482142448425,2
2.1333333333333333,0.4567108452320099,0.048153012185780525,0.21943794609360645,0.3015447854995727,0.611876904964447,2
2.1666666666666665,0.35439831018447876,0.02444828652186774,0.1563594785162311,0.2588173449039459,0.5879237055778503,4
2.2,0.4448966830968857,0.03973671709646398,0.19934070606994442,0.3039415180683136,0.5858518481254578,2
2.2333333333333334,0.47180354595184326,0.03605079033639671,0.18987045672351638,0.3375448584556579,0.6060622334480286,2
2.2666666666666666,0.4580279588699341,0.04254754149795306,0.20627055412237846,0.3121726512908935,0.6038832664489746,2
2.3,0.413836345076561,0.03684444780481799,0.19194907607180087,0.2781078517436981,0.5495648384094238,2
2.333333333333333,0.4217096269130707,0.02745915710365132,0.16570804779385737,0.3045363426208496,0.5388829112052917,2
2.3666666666666667,0.4085816890001297,0.041293720688035516,0.20320856450463773,0.2648915350437164,0.552271842956543,2
2.4,0.4287198483943939,0.03966486278671599,0.1991603946238207,0.2857736051082611,0.6562046408653259,3
2.433333333333333,0.4608580023050308,0.06576469037524335,0.2564462719074765,0.279523104429245,0.6421929001808167,2
2.466666666666667,0.4677516967058182,0.057181618422153,0.2391267831551978,0.2986635267734527,0.6368398666381836,2
2.5,0.4281143993139267,0.05578473617815449,0.23618792555538162,0.2611043155193329,0.5951244831085205,2
2.533333333333333,0.39791716635227203,0.0433293825609522,0.20815711028199876,0.2507278621196747,0.5451064705848694,2
2.566666666666667,0.4615957140922546,,,0.4615957140922546,0.4615957140922546,1
2.6,0.342560480038325,0.021911309619908025,0.14802469260197104,0.2548316121101379,0.5134644508361816,3
2.6333333333333333,0.422145813703537,0.05146664799980452,0.22686261922098255,0.2617297172546386,0.5825619101524353,2
2.6666666666666665,0.4436328560113907,0.07494109191068124,0.2737537066610811,0.2500597536563873,0.637205958366394,2
2.7,0.45637281239032745,0.07810423442563821,0.27947134813006896,0.2587567269802093,0.6539888978004456,2
2.7333333333333334,0.47108499705791473,0.09527090487765526,0.3086598530383491,0.2528295218944549,0.6893404722213745,2
2.7666666666666666,0.471415176987648,0.08819306022467233,0.29697316414900576,0.2614234387874603,0.6814069151878357,2
2.8,0.4946891963481903,0.04191694532934955,0.20473628239603636,0.349918782711029,0.6394596099853516,2
2.833333333333333,0.44012755155563354,0.0275808284077357,0.16607476752275074,0.3226949572563171,0.55756014585495,2
2.8666666666666667,0.37158180773258204,0.010165743874925415,0.10082531366142837,0.3002875447273254,0.4428760707378387,2
2.9,0.3699285686016083,0.022975423944375344,0.15157646236924566,0.2627478241920471,0.4771093130111694,2
2.933333333333333,0.4053623378276825,0.04809213853656227,0.21929919866830858,0.2502943873405456,0.5604302883148193,2
2.966666666666667,0.40798959136009216,0.02650046409641684,0.1627896314155691,0.2928799390792846,0.5230992436408997,2
3.0,0.43214231729507446,0.06439316453008814,0.2537580826891789,0.2527082562446594,0.6115763783454895,2
